Date,Time,CO,PT08.S1_CO,NMHC,C6H6,PT08.S2_NMHC,NOx,PT08.S3_NOx,NO2,PT08.S4_NO2,PT08.S5_O3,T,RH,AH,Datetime
2005-01-28,05:00:00,0.5,817.5,275,0.873379,486,58.1,1281.5,49.4,780.75,422.25,3.975,47.75,0.391894,2005-01-28 05:00:00
2005-01-28,06:00:00,0.6,864.25,275,1.61296,554,104.9,1159.25,78.7,819.25,544.75,4.075,48.1,0.397474,2005-01-28 06:00:00
2005-01-28,07:00:00,0.7,855.5,275,1.67478,559,121.8,1138.25,92.1,810,555.75,4.1,47.425,0.392566,2005-01-28 07:00:00
2005-01-28,08:00:00,1.6,1023.5,275,6.23174,822.5,274.4,826.5,166.9,991.5,878.75,4.25,48.7,0.40727,2005-01-28 08:00:00
2005-01-28,09:00:00,2.2,1050,275,8.246,909.25,341.9,742,205.5,1054.75,992.75,4.075,49.825,0.411729,2005-01-28 09:00:00
2005-01-28,10:00:00,1.8,983.5,275,6.44055,832,295.9,821.5,183.9,965.5,892,4.25,48.35,0.404343,2005-01-28 10:00:00
2005-01-28,11:00:00,1.5,990,275,5.90804,807.5,278.5,837.5,176.4,975.25,900.5,4.65,49.7,0.427119,2005-01-28 11:00:00
2005-01-28,12:00:00,1.8,970,275,5.70684,798,324.7,841.75,191.4,941.25,874.25,4.475,49.575,0.420998,2005-01-28 12:00:00
2005-01-28,13:00:00,1.4,942.75,275,5.34914,780.75,221.7,871,147.1,924.75,721.75,4.4,48.375,0.408713,2005-01-28 13:00:00
2005-01-28,14:00:00,2.1,994.25,275,7.32246,870.75,279.1,793.25,173.8,997,835.75,4.725,47.175,0.407493,2005-01-28 14:00:00
2005-01-28,15:00:00,1.6,931.5,275,5.07611,767.25,248.3,887.75,166.6,919.75,668.5,4.175,49.5,0.411847,2005-01-28 15:00:00
2005-01-28,16:00:00,1.3,891,275,3.90905,705.667,192.9,948.667,137.9,860,600,3.36667,50.7,0.399114,2005-01-28 16:00:00
2005-01-28,17:00:00,1.9,881.175,275,3.59989,683.1,256.2,984.4,164.3,848.45,577.6,3.2175,50.5975,0.394479,2005-01-28 17:00:00
2005-01-28,18:00:00,2.4,871.35,275,3.29074,660.533,287.5,1020.13,189.8,836.9,555.2,3.06833,50.495,0.389845,2005-01-28 18:00:00
2005-01-28,19:00:00,3,861.525,275,2.98158,637.967,300.1,1055.87,197.8,825.35,532.8,2.91917,50.3925,0.38521,2005-01-28 19:00:00
2005-01-28,20:00:00,1.9,851.7,275,2.67243,615.4,223.5,1091.6,155,813.8,510.4,2.77,50.29,0.380576,2005-01-28 20:00:00
2005-01-28,21:00:00,1.8,841.875,275,2.36328,592.833,219.1,1127.33,152.5,802.25,488,2.62083,50.1875,0.375941,2005-01-28 21:00:00
2005-01-28,22:00:00,1.1,832.05,275,2.05412,570.267,144.7,1163.07,109.6,790.7,465.6,2.47167,50.085,0.371307,2005-01-28 22:00:00
2005-01-28,23:00:00,1.1,822.225,275,1.74497,547.7,114.7,1198.8,90.7,779.15,443.2,2.3225,49.9825,0.366672,2005-01-28 23:00:00
2005-01-29,00:00:00,1.1,812.4,275,1.43581,525.133,136.1,1234.53,104.5,767.6,420.8,2.17333,49.88,0.362038,2005-01-29 00:00:00
2005-01-29,01:00:00,1,802.575,275,1.12666,502.567,106.9,1270.27,85.4,756.05,398.4,2.02417,49.7775,0.357403,2005-01-29 01:00:00
2005-01-29,02:00:00,0.7,792.75,275,0.817504,480,70.3,1306,59.5,744.5,376,1.875,49.675,0.352769,2005-01-29 02:00:00
2005-01-29,03:00:00,0.6,789.75,275,0.597891,454.5,53.45,1375.75,46.8,750.5,335.5,1.625,52.9,0.369201,2005-01-29 03:00:00
2005-01-29,04:00:00,0.5,776,275,0.519861,444.5,36.6,1459.75,34.1,737.25,330.25,1.375,53.75,0.36866,2005-01-29 04:00:00
2005-01-29,05:00:00,0.5,766,275,0.54471,447.75,33.4,1493.5,31.4,734.25,320.5,1,54.725,0.365653,2005-01-29 05:00:00
2005-01-29,06:00:00,0.4,774.25,275,0.622202,457.5,43.2,1473.25,36.9,734.5,333.75,1.375,52.35,0.359058,2005-01-29 06:00:00
2005-01-29,07:00:00,0.5,800.5,275,0.945425,493.5,73.2,1324,57.5,753.5,394.5,1.625,51.025,0.356115,2005-01-29 07:00:00
2005-01-29,08:00:00,0.8,846.5,275,2.01886,585.5,125.2,1163,91.9,813.5,472.75,1.375,53.1,0.364202,2005-01-29 08:00:00
2005-01-29,09:00:00,1.1,874.25,275,2.81846,640.5,153.7,1021.5,109.7,856.75,552.75,1.675,54.05,0.378541,2005-01-29 09:00:00
2005-01-29,10:00:00,1.1,879,275,2.84185,642,139.8,1026.5,100.8,836,545.25,2.5,50.95,0.377833,2005-01-29 10:00:00
2005-01-29,11:00:00,1.1,887.75,275,2.99584,651.75,150.1,1025.25,96,832.5,547,2.875,48.7,0.370617,2005-01-29 11:00:00
2005-01-29,12:00:00,1.1,872.5,275,2.35741,609.75,139.3,1050.75,101.7,818.75,527,3.625,45.85,0.36739,2005-01-29 12:00:00
2005-01-29,13:00:00,1.1,876.75,275,2.47766,618,134.5,1027,96.4,829.5,505.25,3.125,48.075,0.372214,2005-01-29 13:00:00
2005-01-29,14:00:00,1.2,892.75,275,3.01584,653,152,986.75,101.6,845,549.5,3.35,46.65,0.366812,2005-01-29 14:00:00
2005-01-29,15:00:00,1,866,275,2.24325,601.75,120.9,1070.5,87.6,808.5,465.25,3.725,45.825,0.369714,2005-01-29 15:00:00
2005-01-29,16:00:00,1.2,873.25,275,2.63815,628.75,121.7,1049.25,86.8,817.25,466.75,4.4,43.65,0.368792,2005-01-29 16:00:00
2005-01-29,17:00:00,1.3,910.75,275,3.39377,676,166.7,997.5,115.1,854.5,555,4,44.875,0.368928,2005-01-29 17:00:00
2005-01-29,18:00:00,1.4,908,275,3.01183,652.75,165.1,979.75,117.7,846.75,551,3.3,46.85,0.367121,2005-01-29 18:00:00
2005-01-29,19:00:00,1.3,907.25,275,3.07616,656.75,189.5,981.25,134.2,843.5,568.75,3.05,48.125,0.370683,2005-01-29 19:00:00
2005-01-29,20:00:00,1.4,925.25,275,3.41907,677.5,175.6,959.75,125.2,860.75,594,2.775,48.95,0.36996,2005-01-29 20:00:00
2005-01-29,21:00:00,1.5,919.5,275,2.94809,648.75,195.8,983.25,140,849,597.75,3.075,47.45,0.366113,2005-01-29 21:00:00
2005-01-29,22:00:00,1,865,275,1.70293,561.25,102.6,1102.25,83,791.25,433.75,2.875,48.95,0.37252,2005-01-29 22:00:00
2005-01-29,23:00:00,1,867.25,275,1.5946,552.5,91.2,1135.5,72.6,792,411.5,2.85,49.05,0.372638,2005-01-29 23:00:00
2005-01-30,00:00:00,1.1,899.5,275,2.27867,604.25,119,1051,92.1,815,468.5,2.875,49.7,0.378227,2005-01-30 00:00:00
2005-01-30,01:00:00,1.3,901.25,275,2.20107,598.75,146.8,1022.75,108.5,824.5,514.5,3.75,46.55,0.376207,2005-01-30 01:00:00
2005-01-30,02:00:00,1,863,275,1.68102,559.5,101.2,1107.25,82.3,787,429.5,3.225,46.925,0.365818,2005-01-30 02:00:00
2005-01-30,03:00:00,1.1,883.75,275,2.19757,598.5,101.75,1064.75,82.5,813,502.5,3.15,45.175,0.350364,2005-01-30 03:00:00
2005-01-30,04:00:00,0.85,872.75,275,1.75028,565,102.3,1096.5,82.7,792.5,494.25,3.15,44.775,0.347261,2005-01-30 04:00:00
2005-01-30,05:00:00,0.6,805.75,275,0.630397,458.5,55.1,1321.5,49.7,728,368.25,3.05,44.4,0.341991,2005-01-30 05:00:00
2005-01-30,06:00:00,0.5,800.5,275,0.593879,454,50.5,1374.25,44.2,727.25,348.25,3.025,43.4,0.333714,2005-01-30 06:00:00
2005-01-30,07:00:00,0.4,790.25,275,0.423729,431.25,53.4,1438.5,48.6,722,353.5,2.775,43.775,0.330848,2005-01-30 07:00:00
2005-01-30,08:00:00,0.5,805,275,0.686905,465.25,73.6,1358.25,62,735.75,381.5,2.75,43.2,0.325939,2005-01-30 08:00:00
2005-01-30,09:00:00,0.7,842.75,275,1.21376,519.5,113,1202,85.1,762,450.25,3.25,42.25,0.329939,2005-01-30 09:00:00
2005-01-30,10:00:00,0.8,849.25,275,1.41021,537,107.1,1148,82.1,756.5,460.25,4.575,38.95,0.33303,2005-01-30 10:00:00
2005-01-30,11:00:00,0.8,871.667,275,1.98077,582.667,101.3,1126,76.5,765.333,440.667,5.56667,37.4667,0.342641,2005-01-30 11:00:00
2005-01-30,12:00:00,1,889.5,275,2.01211,585,128.8,1097.25,92.2,776,454.25,7.2,34.175,0.348801,2005-01-30 12:00:00
2005-01-30,13:00:00,0.9,873.5,275,1.59155,552.25,125.9,1127.75,95,759.5,414.75,6.9,35.6,0.356127,2005-01-30 13:00:00
2005-01-30,14:00:00,0.9,862.5,275,1.60377,553.25,131.6,1133,95.1,741.5,418.5,8.2,30.075,0.328088,2005-01-30 14:00:00
2005-01-30,15:00:00,0.9,839.5,275,1.76619,566.25,100.6,1175.5,76.4,716.75,368.25,7.6,27.925,0.292721,2005-01-30 15:00:00
2005-01-30,16:00:00,1,844.5,275,1.79498,568.5,128.1,1150.5,94.9,709,396.75,7.925,25.9,0.27743,2005-01-30 16:00:00
2005-01-30,17:00:00,1,888,275,2.57793,624.75,169.9,1061.5,118.3,762.75,510.25,7.825,28.35,0.301661,2005-01-30 17:00:00
2005-01-30,18:00:00,1.1,845.25,275,1.96851,581.75,174.1,1119.5,122.5,719,472.5,6.3,28.85,0.277214,2005-01-30 18:00:00
2005-01-30,19:00:00,1.2,880.25,275,2.82236,640.75,214.7,1077.25,139.7,759.25,536.5,5.425,30.1,0.272646,2005-01-30 19:00:00
2005-01-30,20:00:00,1.6,916.5,275,3.9419,707.5,248.1,972,162.8,787.25,669.75,4.975,31.075,0.273022,2005-01-30 20:00:00
2005-01-30,21:00:00,1.7,926.5,275,4.07754,715,247.3,965.25,163.8,796.75,710.75,4.625,33.775,0.289767,2005-01-30 21:00:00
2005-01-30,22:00:00,1.1,868,275,2.42998,614.75,154.3,1094.75,120,752,551.25,4.275,36.575,0.306393,2005-01-30 22:00:00
2005-01-30,23:00:00,1.3,932,275,3.53823,684.5,185.9,996.25,129.6,820,670,3.975,39.025,0.320286,2005-01-30 23:00:00
2005-01-31,00:00:00,1.7,971.25,275,4.56279,741,230.6,900.75,144.6,864,770.75,2.95,42.825,0.327596,2005-01-31 00:00:00
2005-01-31,01:00:00,1.5,890.75,275,2.96397,649.75,174,986.75,126.1,782.25,585.75,3.45,38.85,0.307585,2005-01-31 01:00:00
2005-01-31,02:00:00,0.8,806.25,275,0.962585,495.25,68.4,1282.25,61.4,684.75,355.25,3.95,36.4,0.298232,2005-01-31 02:00:00
2005-01-31,03:00:00,0.5,787.25,275,0.52936,445.75,53.85,1395,49.15,656.75,310.25,3.975,36.425,0.298947,2005-01-31 03:00:00
2005-01-31,04:00:00,0.4,790.5,275,0.448307,434.75,39.3,1485.75,36.9,667.75,292,3.65,37.675,0.302402,2005-01-31 04:00:00
2005-01-31,05:00:00,0.4,787.25,275,0.317473,415,38.7,1474.25,36.7,666.5,292.75,3.425,38.9,0.307453,2005-01-31 05:00:00
2005-01-31,06:00:00,0.4,813.5,275,0.550515,448.5,54.4,1363.25,49.8,674.25,328.25,3.65,37.525,0.301198,2005-01-31 06:00:00
2005-01-31,07:00:00,0.7,843.5,275,1.41891,537.75,158,1164.25,109.1,725.75,478.5,3.7,35.175,0.283305,2005-01-31 07:00:00
2005-01-31,08:00:00,1.8,1049.25,275,7.13644,862.75,350.4,826,197.8,922.5,978.75,3.7,33.925,0.273237,2005-01-31 08:00:00
2005-01-31,09:00:00,2.65,1201,275,13.9885,1116.25,467.4,617,240.5,1130.25,1469.25,4.4,38.825,0.328026,2005-01-31 09:00:00
2005-01-31,10:00:00,3.5,1293,275,15.1402,1153,584.4,601.75,283.2,1141,1667.25,6.55,34.375,0.335897,2005-01-31 10:00:00
2005-01-31,11:00:00,2.8,1120.5,275,12.4844,1066.25,478.1,682.5,255.9,1040.25,1377.5,9.975,22.45,0.275311,2005-01-31 11:00:00
2005-01-31,12:00:00,3.1,1112,275,12.8313,1078,563.3,683.25,261.3,1027.5,1426,11.875,18.6,0.258118,2005-01-31 12:00:00
2005-01-31,13:00:00,2.5,1060,275,11.9465,1047.75,413.8,706.5,180.8,982.75,1246.25,12.475,17.175,0.247748,2005-01-31 13:00:00
2005-01-31,14:00:00,2.7,1056,275,11.717,1039.75,397.6,711.25,194.1,976,1187.25,13.175,17.275,0.260648,2005-01-31 14:00:00
2005-01-31,15:00:00,2.9,1130.5,275,14.7047,1139.25,450.5,642.5,214.1,1097.25,1362.5,13.45,18.7,0.287158,2005-01-31 15:00:00
2005-01-31,16:00:00,3.2,1162,275,15.6941,1170.25,503.3,617.75,203.8,1130.75,1424.5,14.075,18.2,0.290848,2005-01-31 16:00:00
2005-01-31,17:00:00,4.1,1282.75,275,21.1287,1327.5,639.8,551.75,228.2,1294,1721.75,13.025,20.275,0.302985,2005-01-31 17:00:00
2005-01-31,18:00:00,6.1,1414.25,275,27.4419,1489.75,842.9,488,269.5,1433.25,2050.75,10.425,24.675,0.311635,2005-01-31 18:00:00
2005-01-31,19:00:00,6.8,1486.25,275,30.8102,1569.75,953.9,454.75,285.3,1556.5,2178.5,8.6,29.85,0.334378,2005-01-31 19:00:00
2005-01-31,20:00:00,6.8,1522.75,275,29.2317,1532.75,983.9,455.75,281.9,1531.5,2214,7.25,36.825,0.377106,2005-01-31 20:00:00
2005-01-31,21:00:00,3.7,1283.25,275,15.0129,1149,585.8,587.25,235,1148.25,1799.25,6.325,39.425,0.379464,2005-01-31 21:00:00
2005-01-31,22:00:00,2.1,1109,275,7.14801,863.25,359.7,736.5,208,960,1526.5,5.375,43.45,0.392241,2005-01-31 22:00:00
2005-01-31,23:00:00,1.4,1055.25,275,5.37473,782,230.7,797.5,160.9,940,1376.5,5.15,45.625,0.405645,2005-01-31 23:00:00
2005-02-01,00:00:00,1.3,1037.5,275,4.84346,755.5,199.7,812.5,145.7,920.75,1317.25,4.225,49.35,0.412003,2005-02-01 00:00:00
2005-02-01,01:00:00,1.1,995.5,275,3.76851,697.75,152.9,871,122.6,893.5,1228.25,4.125,50.05,0.415003,2005-02-01 01:00:00
2005-02-01,02:00:00,1,994.75,275,3.45718,679.75,134.7,879,108.7,904.25,1200.5,4.1,51.5,0.426298,2005-02-01 02:00:00
2005-02-01,03:00:00,0.9,999.75,275,3.28504,669.5,165.25,867.75,111.6,917.25,1157.75,3.675,57.475,0.46212,2005-02-01 03:00:00
2005-02-01,04:00:00,0.8,1041.5,275,3.60277,688.25,195.8,814,114.5,934.75,1203.5,2.5,64.825,0.480726,2005-02-01 04:00:00
2005-02-01,05:00:00,0.9,1041.5,275,3.83037,701.25,207.8,794.75,113.9,944.75,1216.25,1.825,68.925,0.487777,2005-02-01 05:00:00
2005-02-01,06:00:00,1.1,1024,275,4.24751,724.25,241.1,814,122.2,944.25,1197.5,2.025,64.95,0.466071,2005-02-01 06:00:00
2005-02-01,07:00:00,1.6,1146.75,275,7.67671,885.75,417.3,702.25,149,1055.75,1380.75,2.15,65.35,0.473022,2005-02-01 07:00:00
2005-02-01,08:00:00,3.7,1496.25,275,20.039,1297.5,896,492.25,186.8,1440.5,1873,3.075,64,0.493809,2005-02-01 08:00:00
2005-02-01,09:00:00,4.8,1541.25,275,22.0555,1352.5,966.1,448.5,197.6,1491.75,2112,3.7,61.675,0.49674,2005-02-01 09:00:00
2005-02-01,10:00:00,4.1,1490.5,275,17.162,1214.75,878.3,503.25,195.8,1342.5,2037.5,4.425,58.825,0.497851,2005-02-01 10:00:00
2005-02-01,11:00:00,4.5,1533,275,21.368,1334,985.4,465.75,218.3,1433.5,2118,5.775,54.125,0.502001,2005-02-01 11:00:00
2005-02-01,12:00:00,4.5,1507,275,19.842,1292,1016.7,479,227.1,1378.5,2110,7.325,50.775,0.522571,2005-02-01 12:00:00
2005-02-01,13:00:00,3.7,1451.25,275,18.8427,1263.75,682.8,497,181.1,1407.5,1964.5,9.45,47.175,0.558925,2005-02-01 13:00:00
2005-02-01,14:00:00,4.2,1432,275,18.8427,1263.75,659.6,487,178.9,1475.75,1888,11.775,44.375,0.611836,2005-02-01 14:00:00
2005-02-01,15:00:00,3.3,1407.5,275,16.7191,1201.5,492.4,505.5,150.6,1410.5,1773.5,12.675,45.5,0.664834,2005-02-01 15:00:00
2005-02-01,16:00:00,3.2,1377.25,275,14.3681,1128.5,497.1,539.75,162.3,1391.5,1625.75,13.5,44.775,0.689767,2005-02-01 16:00:00
2005-02-01,17:00:00,3.6,1454,275,16.3222,1189.5,562.2,507.75,164.8,1434.25,1761.25,12.275,48.925,0.696707,2005-02-01 17:00:00
2005-02-01,18:00:00,3.5,1268.25,275,14.3603,1128.25,539.4,572.75,173,1254.5,1532.75,10.775,40.25,0.52008,2005-02-01 18:00:00
2005-02-01,19:00:00,4.1,1258.75,275,17.0446,1211.25,502.1,559,187.6,1243,1530.75,9.375,36.675,0.432383,2005-02-01 19:00:00
2005-02-01,20:00:00,4,1260.5,275,14.8071,1142.5,451.6,595.25,186.4,1207.75,1476.5,8.25,39.45,0.43179,2005-02-01 20:00:00
2005-02-01,21:00:00,3.3,1132.75,275,9.82375,971,357,682.75,172.4,1058.75,1331.5,7.825,41.25,0.438925,2005-02-01 21:00:00
2005-02-01,22:00:00,3,1054.25,275,6.13928,818.25,288.7,777,149.8,966.25,1210.25,7.3,43.85,0.450547,2005-02-01 22:00:00
2005-02-01,23:00:00,2.6,1054.75,275,5.40037,783.25,221,804.75,136.9,968.75,1167.25,6.675,47.575,0.468797,2005-02-01 23:00:00
2005-02-02,00:00:00,2.6,1059,275,4.67324,746.75,204.2,819.75,132.8,963.5,1133,6.575,51.15,0.500654,2005-02-02 00:00:00
2005-02-02,01:00:00,2.6,1062.75,275,5.11617,769.25,183,806.5,121.5,992.5,1108.75,6.35,52.625,0.507365,2005-02-02 01:00:00
2005-02-02,02:00:00,2.9,1134.67,275,6.94295,854.333,222.2,721.667,129.6,1065.33,1218,5.26667,57.7667,0.517672,2005-02-02 02:00:00
2005-02-02,03:00:00,2.9,1125.5,275,7.26993,868.5,216.3,680.25,125.2,1074.75,1222.25,3.45,66.7,0.52808,2005-02-02 03:00:00
2005-02-02,04:00:00,2.5,1058.25,275,4.78968,752.75,210.4,763.75,120.8,985.5,1149.25,3.25,66.775,0.52146,2005-02-02 04:00:00
2005-02-02,05:00:00,2,1039.75,275,3.60277,688.25,185.3,846,114.5,919.75,1089.5,3.675,62.925,0.50594,2005-02-02 05:00:00
2005-02-02,06:00:00,2.2,1068.5,275,4.47715,736.5,257,792,125.3,946,1114,2.575,67.525,0.503351,2005-02-02 06:00:00
2005-02-02,07:00:00,2.4,1041.75,275,5.15134,771,297.3,795,135.8,941.25,1088.75,3.55,60.925,0.485679,2005-02-02 07:00:00
2005-02-02,08:00:00,4,1322.25,275,15.0685,1150.75,573,566.25,174.2,1286.25,1446.25,2.75,63.45,0.478723,2005-02-02 08:00:00
2005-02-02,09:00:00,6.7,1549.25,275,27.2574,1485.25,883.2,421.5,223.7,1637.75,1929.5,2.8,64.175,0.485866,2005-02-02 09:00:00
2005-02-02,10:00:00,5.6,1415.75,275,19.6012,1285.25,823.5,500.75,229.5,1390.25,1809,5.825,53.1,0.494159,2005-02-02 10:00:00
2005-02-02,11:00:00,4.3,1336.75,275,14.8229,1143,692.6,559.5,204.6,1236.25,1768.5,9.725,40.05,0.483159,2005-02-02 11:00:00
2005-02-02,12:00:00,4,1280.75,275,14.4617,1131.5,713.7,577,203.8,1206.25,1696,12.725,30,0.439763,2005-02-02 12:00:00
2005-02-02,13:00:00,2.6,1036.5,275,10.0769,980.5,387.8,720.5,139.4,999.5,1086.25,13.675,20.675,0.322082,2005-02-02 13:00:00
2005-02-02,14:00:00,2.2,1028.25,275,10.1372,982.75,337.3,727.75,132.8,978.5,1048,13.725,19.925,0.31139,2005-02-02 14:00:00
2005-02-02,15:00:00,1.9,983.5,275,8.34462,913.25,326,761.75,127.3,929.5,990,14.05,18.075,0.288391,2005-02-02 15:00:00
2005-02-02,16:00:00,1.8,1010.25,275,9.01058,939.75,328.5,759.25,123.8,960,1027,14.525,17.975,0.295586,2005-02-02 16:00:00
2005-02-02,17:00:00,3.1,1112.75,275,13.363,1095.75,464.8,644.5,157.5,1092.25,1358.75,13.175,20.375,0.307421,2005-02-02 17:00:00
2005-02-02,18:00:00,4.8,1253,275,19.539,1283.5,612.1,535.75,170.6,1285.25,1618,10.525,25.125,0.319397,2005-02-02 18:00:00
2005-02-02,19:00:00,5.8,1399.5,275,27.8022,1498.5,759,461.25,193.3,1526.75,1869.25,8.925,31.425,0.359663,2005-02-02 19:00:00
2005-02-02,20:00:00,5.9,1470,275,31.4058,1583.5,770.6,435.75,195.4,1641,2032.5,8.225,36.175,0.395288,2005-02-02 20:00:00
2005-02-02,21:00:00,4.1,1280.75,275,15.6214,1168,654.6,571,211.7,1195.25,1755.5,6.7,39.575,0.390621,2005-02-02 21:00:00
2005-02-02,22:00:00,1.8,1083.75,275,6.96391,855.25,332.3,748,192.8,938.75,1446.25,5.825,41.95,0.390395,2005-02-02 22:00:00
2005-02-02,23:00:00,1.7,1097,275,7.82041,891.75,286.9,719.25,167.4,979.25,1423.25,4.85,45.9,0.399864,2005-02-02 23:00:00
2005-02-03,00:00:00,1.7,1032.25,275,5.56569,791.25,241.6,793.25,155.5,914.75,1278,4.5,47.95,0.407892,2005-02-03 00:00:00
2005-02-03,01:00:00,1.5,1046,275,6.00975,812.25,242.2,781.5,152.6,940,1264.75,3.95,51.575,0.422563,2005-02-03 01:00:00
2005-02-03,02:00:00,1.1,974.75,275,3.93742,707.25,191.8,860,128,901.75,1107,3.425,54.7,0.43233,2005-02-03 02:00:00
2005-02-03,03:00:00,0.9,931.5,275,2.84185,642,162.65,950,112.15,871.25,1014.25,3.25,56.075,0.437902,2005-02-03 03:00:00
2005-02-03,04:00:00,0.6,926.25,275,2.5555,623.25,133.5,953.75,96.3,873.25,1011.25,1.95,60.75,0.43367,2005-02-03 04:00:00
2005-02-03,05:00:00,0.3,932.25,275,2.88493,644.75,142.1,916,104.5,882.25,1006.25,1.225,63.75,0.432699,2005-02-03 05:00:00
2005-02-03,06:00:00,0.4,936.75,275,2.80292,639.5,194.3,922.5,129.5,870.25,1010.25,2.15,60.35,0.436831,2005-02-03 06:00:00
2005-02-03,07:00:00,0.6,995.75,275,4.24751,724.25,215.6,861.25,133.9,938.25,1066.75,1.35,63.125,0.432208,2005-02-03 07:00:00
2005-02-03,08:00:00,3,1382,275,16.7274,1201.75,728.3,533.75,274.6,1351.5,1630.25,1.275,64.75,0.441022,2005-02-03 08:00:00
2005-02-03,09:00:00,5.6,1543.5,275,29.0947,1529.5,974.6,415.75,309.2,1706,2030.25,2.125,62.15,0.449081,2005-02-03 09:00:00
2005-02-03,10:00:00,4.9,1428.75,275,20.7354,1316.75,947.3,494.75,321.6,1424.75,1915.5,5.1,50.775,0.449905,2005-02-03 10:00:00
2005-02-03,11:00:00,3.5,1312,275,15.4763,1163.5,790,569.5,332.6,1229.5,1761,8.525,39.7,0.442516,2005-02-03 11:00:00
2005-02-03,12:00:00,2.2,1204.75,275,10.3124,989.25,551.1,643,234.6,1084,1597,11.5,33.05,0.447646,2005-02-03 12:00:00
2005-02-03,13:00:00,2.7,1322,275,13.8041,1110.25,565.3,568,241.1,1207.5,1776,12.2,34.325,0.48644,2005-02-03 13:00:00
2005-02-03,14:00:00,2.7,1301.25,275,12.7127,1074,531.6,574,214,1255.25,1636.25,13.5,35.025,0.539566,2005-02-03 14:00:00
2005-02-03,15:00:00,2.1,1280.25,275,11.4257,1029.5,458.5,596.75,173.7,1245.75,1480.25,14.9,34.85,0.586867,2005-02-03 15:00:00
2005-02-03,16:00:00,2,1255.75,275,10.2112,985.5,406.8,611.5,157,1240.25,1412.5,15.7,34.5,0.611061,2005-02-03 16:00:00
2005-02-03,17:00:00,2.4,1358,275,14.3369,1127.5,433.8,545,170.1,1344.25,1611,14.675,37.225,0.617991,2005-02-03 17:00:00
2005-02-03,18:00:00,6.7,1713,275,32.3578,1605.25,980,383.25,212.2,1869.5,2186,12.175,44.825,0.634218,2005-02-03 18:00:00
2005-02-03,19:00:00,6.4,1654.75,275,29.0001,1527.25,965.9,392.75,249,1757.75,2203,10.325,52.425,0.657796,2005-02-03 19:00:00
2005-02-03,20:00:00,3.9,1443.5,275,17.5674,1226.75,646.3,485.25,230.5,1413.5,1891,9.275,55.525,0.650323,2005-02-03 20:00:00
2005-02-03,21:00:00,2.7,1313.75,275,12.5726,1069.25,470.5,571.25,215.6,1271.25,1662,8.25,57.6,0.630446,2005-02-03 21:00:00
2005-02-03,22:00:00,3,1368,275,15.4844,1163.75,527.7,524,216.6,1350,1673.75,6.25,65.125,0.623672,2005-02-03 22:00:00
2005-02-03,23:00:00,2.1,1195,275,9.10017,943.25,378.1,645,202.8,1149.25,1462.25,6.475,63.075,0.613245,2005-02-03 23:00:00
2005-02-04,00:00:00,1.2,1083,275,6.35228,828,234.9,733.75,161.4,1067,1273.25,5.975,62.65,0.588961,2005-02-04 00:00:00
2005-02-04,01:00:00,1.2,1055.25,275,5.14631,770.75,216.8,780.5,147.4,1029.5,1174,5.1,65.425,0.579714,2005-02-04 01:00:00
2005-02-04,02:00:00,0.7,972.75,275,3.32668,672,141,886.75,111.1,954.25,1030.75,4.7,64.575,0.556845,2005-02-04 02:00:00
2005-02-04,03:00:00,0.9,1038.5,275,5.26253,776.5,149.3,777.5,112.8,1031,1082.25,2.95,72.2,0.552304,2005-02-04 03:00:00
2005-02-04,04:00:00,0.8,949,275,3.07212,656.5,157.6,894.75,114.5,947.75,991,4.975,63.45,0.557466,2005-02-04 04:00:00
2005-02-04,05:00:00,0.4,919.75,275,2.2362,601.25,87.4,973.5,79.8,920.25,924.75,3.95,65.5,0.536653,2005-02-04 05:00:00
2005-02-04,06:00:00,0.7,988.75,275,3.86146,703,193.7,843,121.8,988,1017,1.825,74.475,0.527053,2005-02-04 06:00:00
2005-02-04,07:00:00,1.4,1099.5,275,6.93533,854,401.4,714.25,186.3,1075.25,1186.75,1.775,73.7,0.51976,2005-02-04 07:00:00
2005-02-04,08:00:00,4,1411.25,275,19.708,1288.25,886.7,491.5,306.4,1472.25,1637.5,2.3,70.85,0.518188,2005-02-04 08:00:00
2005-02-04,09:00:00,3.9,1327.5,275,20.1199,1299.75,654.3,498.75,301.1,1405,1672,4.45,61.05,0.517563,2005-02-04 09:00:00
2005-02-04,10:00:00,3.1,1308,275,16.314,1189.25,566.3,534.25,273.5,1324.75,1655.5,7.725,49.825,0.526651,2005-02-04 10:00:00
2005-02-04,11:00:00,3.2,1280,275,14.3291,1127.25,648.6,557.5,247.1,1277,1641,12.15,36.9,0.521248,2005-02-04 11:00:00
2005-02-04,12:00:00,1.5,1056,275,7.00401,857,308.6,735.25,168.7,1028.25,1117.25,15,28.45,0.482133,2005-02-04 12:00:00
2005-02-04,13:00:00,1.2,1018.5,275,6.29189,825.25,228.5,781.25,137.5,993.5,900.5,14.55,28.325,0.466524,2005-02-04 13:00:00
2005-02-04,14:00:00,1.9,1083.5,275,8.59337,923.25,311.6,712.25,148.5,1084.75,1046.25,12.875,31.8,0.470661,2005-02-04 14:00:00
2005-02-04,15:00:00,1.5,998.25,275,6.64108,841,276.3,791.5,164.7,979,884,12.1,32.3,0.454799,2005-02-04 15:00:00
2005-02-04,16:00:00,1.4,986.5,275,6.08516,815.75,235.7,816,156.3,958.5,821.25,11.3,33.475,0.447559,2005-02-04 16:00:00
