Date,Time,CO,PT08.S1_CO,NMHC,C6H6,PT08.S2_NMHC,NOx,PT08.S3_NOx,NO2,PT08.S4_NO2,PT08.S5_O3,T,RH,AH,Datetime,AQI,AQI_CO,AQI_C6H6,AQI_NOx,AQI_NO2,AQI_等级
2005-02-02,03:00:00,2.9,1125.5,275,7.26993,868.5,216.3,680.25,125.2,1074.75,1222.25,3.45,66.7,0.52808,2005-02-02 03:00:00,74.0865,74.0865,41.3093,61.5326,73.3063,中度污染(60-80)
2005-02-02,04:00:00,2.5,1058.25,275,4.78968,752.75,210.4,763.75,120.8,985.5,1149.25,3.25,66.775,0.52146,2005-02-02 04:00:00,69.6753,66.5673,25.2315,60.1928,69.6753,中度污染(60-80)
2005-02-02,05:00:00,2,1039.75,275,3.60277,688.25,185.3,846,114.5,919.75,1089.5,3.675,62.925,0.50594,2005-02-02 05:00:00,64.3582,55.1941,17.1677,54.9721,64.3582,中度污染(60-80)
2005-02-02,06:00:00,2.2,1068.5,275,4.47715,736.5,257,792,125.3,946,1114,2.575,67.525,0.503351,2005-02-02 06:00:00,73.3418,60.0888,23.215,68.1991,73.3418,中度污染(60-80)
2005-02-02,07:00:00,2.4,1041.75,275,5.15134,771,297.3,795,135.8,941.25,1088.75,3.55,60.925,0.485679,2005-02-02 07:00:00,79.8567,64.5321,27.3776,73.3705,79.8567,中度污染(60-80)
2005-02-02,08:00:00,4,1322.25,275,15.0685,1150.75,573,566.25,174.2,1286.25,1446.25,2.75,63.45,0.478723,2005-02-02 08:00:00,94.0979,88.8044,76.4866,92.7729,94.0979,重度污染(80-100)
2005-02-02,09:00:00,6.7,1549.25,275,27.2574,1485.25,883.2,421.5,223.7,1637.75,1929.5,2.8,64.175,0.485866,2005-02-02 09:00:00,99.1886,98.9731,96.4757,98.4407,99.1886,重度污染(80-100)
2005-02-02,10:00:00,5.6,1415.75,275,19.6012,1285.25,823.5,500.75,229.5,1390.25,1809,5.825,53.1,0.494159,2005-02-02 10:00:00,99.3535,97.4585,87.0833,97.7944,99.3535,重度污染(80-100)
2005-02-02,11:00:00,4.3,1336.75,275,14.8229,1143,692.6,559.5,204.6,1236.25,1768.5,9.725,40.05,0.483159,2005-02-02 11:00:00,98.1749,91.3688,75.8175,95.8682,98.1749,重度污染(80-100)
2005-02-02,12:00:00,4,1280.75,275,14.4617,1131.5,713.7,577,203.8,1206.25,1696,12.725,30,0.439763,2005-02-02 12:00:00,98.0738,88.7657,74.547,96.2869,98.0738,重度污染(80-100)
2005-02-02,13:00:00,2.6,1036.5,275,10.0769,980.5,387.8,720.5,139.4,999.5,1086.25,13.675,20.675,0.322082,2005-02-02 13:00:00,82.4126,68.6011,57.552,82.4126,82.3365,重度污染(80-100)
2005-02-02,14:00:00,2.2,1028.25,275,10.1372,982.75,337.3,727.75,132.8,978.5,1048,13.725,19.925,0.31139,2005-02-02 14:00:00,78.0502,60.0342,57.8804,77.6511,78.0502,中度污染(60-80)
2005-02-02,15:00:00,1.9,983.5,275,8.34462,913.25,326,761.75,127.3,929.5,990,14.05,18.075,0.288391,2005-02-02 15:00:00,76.5455,52.0775,48.0745,76.5455,74.829,中度污染(60-80)
2005-02-02,16:00:00,1.8,1010.25,275,9.01058,939.75,328.5,759.25,123.8,960,1027,14.525,17.975,0.295586,2005-02-02 16:00:00,76.7954,49.0564,51.9949,76.7954,71.9063,中度污染(60-80)
2005-02-02,17:00:00,3.1,1112.75,275,13.363,1095.75,464.8,644.5,157.5,1092.25,1358.75,13.175,20.375,0.307421,2005-02-02 17:00:00,89.0514,77.4823,70.6497,87.5,89.0514,重度污染(80-100)
2005-02-02,18:00:00,4.8,1253,275,19.539,1283.5,612.1,535.75,170.6,1285.25,1618,10.525,25.125,0.319397,2005-02-02 18:00:00,94.6879,94.6879,87.0331,94.1623,93.124,重度污染(80-100)
2005-02-02,19:00:00,5.8,1399.5,275,27.8022,1498.5,759,461.25,193.3,1526.75,1869.25,8.925,31.425,0.359663,2005-02-02 19:00:00,97.8412,97.8412,96.7713,97.0815,97.1765,重度污染(80-100)
2005-02-02,20:00:00,5.9,1470,275,31.4058,1583.5,770.6,435.75,195.4,1641,2032.5,8.225,36.175,0.395288,2005-02-02 20:00:00,98.1833,98.0124,98.1833,97.2275,97.3668,重度污染(80-100)
2005-02-02,21:00:00,4.1,1280.75,275,15.6214,1168,654.6,571,211.7,1195.25,1755.5,6.7,39.575,0.390621,2005-02-02 21:00:00,98.5949,89.7025,78.1266,95.1772,98.5949,重度污染(80-100)
2005-02-02,22:00:00,1.8,1083.75,275,6.96391,855.25,332.3,748,192.8,938.75,1446.25,5.825,41.95,0.390395,2005-02-02 22:00:00,97.0194,49.0254,39.3621,77.0662,97.0194,重度污染(80-100)
2005-02-02,23:00:00,1.7,1097,275,7.82041,891.75,286.9,719.25,167.4,979.25,1423.25,4.85,45.9,0.399864,2005-02-02 23:00:00,92.2235,45.8302,44.8368,71.9565,92.2235,重度污染(80-100)
2005-02-03,00:00:00,1.7,1032.25,275,5.56569,791.25,241.6,793.25,155.5,914.75,1278,4.5,47.95,0.407892,2005-02-03 00:00:00,88.4601,45.8307,30.2227,65.8105,88.4601,重度污染(80-100)
2005-02-03,01:00:00,1.5,1046,275,6.00975,812.25,242.2,781.5,152.6,940,1264.75,3.95,51.575,0.422563,2005-02-03 01:00:00,87.6898,38.7905,33.1731,65.9286,87.6898,重度污染(80-100)
2005-02-03,02:00:00,1.1,974.75,275,3.93742,707.25,191.8,860,128,901.75,1107,3.425,54.7,0.43233,2005-02-03 02:00:00,75.1107,25.6167,19.5446,56.3061,75.1107,中度污染(60-80)
2005-02-03,03:00:00,0.9,931.5,275,2.84185,642,162.65,950,112.15,871.25,1014.25,3.25,56.075,0.437902,2005-02-03 03:00:00,61.8391,19.5927,11.3521,48.6972,61.8391,中度污染(60-80)
2005-02-03,04:00:00,0.6,926.25,275,2.5555,623.25,133.5,953.75,96.3,873.25,1011.25,1.95,60.75,0.43367,2005-02-03 04:00:00,46.6991,9.2513,9.11218,41.4063,46.6991,轻度污染(40-60)
2005-02-03,05:00:00,0.3,932.25,275,2.88493,644.75,142.1,916,104.5,882.25,1006.25,1.225,63.75,0.432699,2005-02-03 05:00:00,54.4954,2.35837,11.7033,43.6267,54.4954,轻度污染(40-60)
2005-02-03,06:00:00,0.4,936.75,275,2.80292,639.5,194.3,922.5,129.5,870.25,1010.25,2.15,60.35,0.436831,2005-02-03 06:00:00,76.2296,4.17878,11.0507,56.9225,76.2296,中度污染(60-80)
2005-02-03,07:00:00,0.6,995.75,275,4.24751,724.25,215.6,861.25,133.9,938.25,1066.75,1.35,63.125,0.432208,2005-02-03 07:00:00,78.5335,9.27939,21.8078,61.2137,78.5335,中度污染(60-80)
2005-02-03,08:00:00,3,1382,275,16.7274,1201.75,728.3,533.75,274.6,1351.5,1630.25,1.275,64.75,0.441022,2005-02-03 08:00:00,99.9242,75.6478,81.0707,96.4985,99.9242,重度污染(80-100)
2005-02-03,09:00:00,5.6,1543.5,275,29.0947,1529.5,974.6,415.75,309.2,1706,2030.25,2.125,62.15,0.449081,2005-02-03 09:00:00,100,97.4343,97.3584,98.913,100,重度污染(80-100)
2005-02-03,10:00:00,4.9,1428.75,275,20.7354,1316.75,947.3,494.75,321.6,1424.75,1915.5,5.1,50.775,0.449905,2005-02-03 10:00:00,100,95.103,89.195,98.7615,100,重度污染(80-100)
2005-02-03,11:00:00,3.5,1312,275,15.4763,1163.5,790,569.5,332.6,1229.5,1761,8.525,39.7,0.442516,2005-02-03 11:00:00,100,83.4786,77.7736,97.3338,100,重度污染(80-100)
2005-02-03,12:00:00,2.2,1204.75,275,10.3124,989.25,551.1,643,234.6,1084,1597,11.5,33.05,0.447646,2005-02-03 12:00:00,99.4188,60.0253,58.6608,91.8762,99.4188,重度污染(80-100)
2005-02-03,13:00:00,2.7,1322,275,13.8041,1110.25,565.3,568,241.1,1207.5,1776,12.2,34.325,0.48644,2005-02-03 13:00:00,99.5958,70.5975,72.2398,92.3825,99.5958,重度污染(80-100)
2005-02-03,14:00:00,2.7,1301.25,275,12.7127,1074,531.6,574,214,1255.25,1636.25,13.5,35.025,0.539566,2005-02-03 14:00:00,98.6737,70.5949,68.2455,91.0825,98.6737,重度污染(80-100)
2005-02-03,15:00:00,2.1,1280.25,275,11.4257,1029.5,458.5,596.75,173.7,1245.75,1480.25,14.9,34.85,0.586867,2005-02-03 15:00:00,93.6348,57.6156,63.4946,86.9159,93.6348,重度污染(80-100)
2005-02-03,16:00:00,2,1255.75,275,10.2112,985.5,406.8,611.5,157,1240.25,1412.5,15.7,34.5,0.611061,2005-02-03 16:00:00,88.7738,55.108,58.2649,83.7227,88.7738,重度污染(80-100)
2005-02-03,17:00:00,2.4,1358,275,14.3369,1127.5,433.8,545,170.1,1344.25,1611,14.675,37.225,0.617991,2005-02-03 17:00:00,92.9419,64.4634,74.1351,85.4419,92.9419,重度污染(80-100)
2005-02-03,18:00:00,6.7,1713,275,32.3578,1605.25,980,383.25,212.2,1869.5,2186,12.175,44.825,0.634218,2005-02-03 18:00:00,98.9711,98.9711,98.4472,98.9522,98.586,重度污染(80-100)
2005-02-03,19:00:00,6.4,1654.75,275,29.0001,1527.25,965.9,392.75,249,1757.75,2203,10.325,52.425,0.657796,2005-02-03 19:00:00,99.716,98.6115,97.286,98.8639,99.716,重度污染(80-100)
2005-02-03,20:00:00,3.9,1443.5,275,17.5674,1226.75,646.3,485.25,230.5,1413.5,1891,9.275,55.525,0.650323,2005-02-03 20:00:00,99.2806,87.713,83.0115,94.9388,99.2806,重度污染(80-100)
2005-02-03,21:00:00,2.7,1313.75,275,12.5726,1069.25,470.5,571.25,215.6,1271.25,1662,8.25,57.6,0.630446,2005-02-03 21:00:00,98.738,70.5767,67.6931,87.7082,98.738,重度污染(80-100)
2005-02-03,22:00:00,3,1368,275,15.4844,1163.75,527.7,524,216.6,1350,1673.75,6.25,65.125,0.623672,2005-02-03 22:00:00,98.776,75.6088,77.7918,90.8013,98.776,重度污染(80-100)
2005-02-03,23:00:00,2.1,1195,275,9.10017,943.25,378.1,645,202.8,1149.25,1462.25,6.475,63.075,0.613245,2005-02-03 23:00:00,97.8173,57.5763,52.3467,81.4661,97.8173,重度污染(80-100)
2005-02-04,00:00:00,1.2,1083,275,6.35228,828,234.9,733.75,161.4,1067,1273.25,5.975,62.65,0.588961,2005-02-04 00:00:00,90.0467,28.4975,35.2592,64.6398,90.0467,重度污染(80-100)
2005-02-04,01:00:00,1.2,1055.25,275,5.14631,770.75,216.8,780.5,147.4,1029.5,1174,5.1,65.425,0.579714,2005-02-04 01:00:00,85.3242,28.5003,27.2894,61.3269,85.3242,重度污染(80-100)
2005-02-04,02:00:00,0.7,972.75,275,3.32668,672,141,886.75,111.1,954.25,1030.75,4.7,64.575,0.556845,2005-02-04 02:00:00,60.7454,12.4101,15.0776,43.2652,60.7454,中度污染(60-80)
2005-02-04,03:00:00,0.9,1038.5,275,5.26253,776.5,149.3,777.5,112.8,1031,1082.25,2.95,72.2,0.552304,2005-02-04 03:00:00,62.005,19.6028,28.1274,45.6873,62.005,中度污染(60-80)
2005-02-04,04:00:00,0.8,949,275,3.07212,656.5,157.6,894.75,114.5,947.75,991,4.975,63.45,0.557466,2005-02-04 04:00:00,64.0461,16.1203,13.2959,47.4089,64.0461,中度污染(60-80)
2005-02-04,05:00:00,0.4,919.75,275,2.2362,601.25,87.4,973.5,79.8,920.25,924.75,3.95,65.5,0.536653,2005-02-04 05:00:00,31.2532,4.17297,6.95285,24.3318,31.2532,良(20-40)
2005-02-04,06:00:00,0.7,988.75,275,3.86146,703,193.7,843,121.8,988,1017,1.825,74.475,0.527053,2005-02-04 06:00:00,70.2509,12.4228,19.0659,56.6873,70.2509,中度污染(60-80)
2005-02-04,07:00:00,1.4,1099.5,275,6.93533,854,401.4,714.25,186.3,1075.25,1186.75,1.775,73.7,0.51976,2005-02-04 07:00:00,95.9289,35.2912,39.1732,83.2619,95.9289,重度污染(80-100)
2005-02-04,08:00:00,4,1411.25,275,19.708,1288.25,886.7,491.5,306.4,1472.25,1637.5,2.3,70.85,0.518188,2005-02-04 08:00:00,99.9622,88.7209,87.2842,98.4247,99.9622,重度污染(80-100)
2005-02-04,09:00:00,3.9,1327.5,275,20.1199,1299.75,654.3,498.75,301.1,1405,1672,4.45,61.05,0.517563,2005-02-04 09:00:00,99.9496,87.7142,88.193,95.0983,99.9496,重度污染(80-100)
2005-02-04,10:00:00,3.1,1308,275,16.314,1189.25,566.3,534.25,273.5,1324.75,1655.5,7.725,49.825,0.526651,2005-02-04 10:00:00,99.8488,77.4411,79.8475,92.3523,99.8488,重度污染(80-100)
2005-02-04,11:00:00,3.2,1280,275,14.3291,1127.25,648.6,557.5,247.1,1277,1641,12.15,36.9,0.521248,2005-02-04 11:00:00,99.6473,79.2076,74.0615,94.9735,99.6473,重度污染(80-100)
2005-02-04,12:00:00,1.5,1056,275,7.00401,857,308.6,735.25,168.7,1028.25,1117.25,15,28.45,0.482133,2005-02-04 12:00:00,92.3668,38.8021,39.5957,74.3922,92.3668,重度污染(80-100)
2005-02-04,13:00:00,1.2,1018.5,275,6.29189,825.25,228.5,781.25,137.5,993.5,900.5,14.55,28.325,0.466524,2005-02-04 13:00:00,80.8375,28.5264,34.8552,63.539,80.8375,重度污染(80-100)
2005-02-04,14:00:00,1.9,1083.5,275,8.59337,923.25,311.6,712.25,148.5,1084.75,1046.25,12.875,31.8,0.470661,2005-02-04 14:00:00,85.8519,52.04,49.3641,74.8143,85.8519,重度污染(80-100)
2005-02-04,15:00:00,1.5,998.25,275,6.64108,841,276.3,791.5,164.7,979,884,12.1,32.3,0.454799,2005-02-04 15:00:00,90.972,38.8063,37.1443,70.4105,90.972,重度污染(80-100)
2005-02-04,16:00:00,1.4,986.5,275,6.08516,815.75,235.7,816,156.3,958.5,821.25,11.3,33.475,0.447559,2005-02-04 16:00:00,88.4301,35.27,33.7026,64.7174,88.4301,重度污染(80-100)
2005-02-04,17:00:00,1.9,1079,275,8.822,932.333,311.8,718.667,183.6,1018,1055.67,11.3667,32.5667,0.437303,2005-02-04 17:00:00,95.506,52.0519,50.9189,74.8301,95.506,重度污染(80-100)
2005-02-04,18:00:00,2.2,1096.25,275,9.37118,953.75,345.1,687,197,1085,1138.75,9.075,37.825,0.437217,2005-02-04 18:00:00,97.3505,60.0189,53.9773,78.3763,97.3505,重度污染(80-100)
2005-02-04,19:00:00,3,1146,275,11.7956,1042.5,386,638.5,204.2,1168.5,1247.75,8.15,41,0.445788,2005-02-04 19:00:00,97.9549,75.6167,64.9257,82.0224,97.9549,重度污染(80-100)
2005-02-04,20:00:00,2.6,1124.5,275,11.3059,1025.25,355.9,653,207.4,1146.75,1200.25,7.675,41.85,0.440885,2005-02-04 20:00:00,98.1628,68.5479,63.0867,79.4136,98.1628,重度污染(80-100)
2005-02-04,21:00:00,2.8,1129.5,275,9.74439,968,467.4,680,207.7,1102.25,1220.25,7.05,43.875,0.443335,2005-02-04 21:00:00,98.1631,72.3578,55.9763,87.4874,98.1631,重度污染(80-100)
2005-02-04,22:00:00,1.6,1017,275,5.84418,804.5,287.4,807,173.5,957.75,1032,6.325,45.8,0.440823,2005-02-04 22:00:00,93.4457,42.4141,32.0229,71.8833,93.4457,重度污染(80-100)
2005-02-04,23:00:00,1.3,1016.75,275,5.25238,776,238.8,843.25,156.8,946,970.5,6.025,46.125,0.435076,2005-02-04 23:00:00,88.434,31.7799,27.9748,65.1195,88.434,重度污染(80-100)
2005-02-05,00:00:00,1.6,1041.25,275,5.29303,778,266,827.75,166.4,947,1011.25,5.525,49.025,0.447084,2005-02-05 00:00:00,91.6048,42.4223,28.2669,69.0479,91.6048,重度污染(80-100)
2005-02-05,01:00:00,1.5,1034,275,5.11617,769.25,260.8,816,166.8,951.5,1048.5,4.9,52.025,0.454765,2005-02-05 01:00:00,91.6876,38.789,27.0812,68.2596,91.6876,重度污染(80-100)
2005-02-05,02:00:00,1.3,1008.75,275,4.76045,751.25,223.3,827.75,153.5,939,1052.5,4.125,54.7,0.45356,2005-02-05 02:00:00,87.577,31.7742,25.0031,62.4041,87.577,重度污染(80-100)
2005-02-05,03:00:00,1.6,1105.25,275,6.35778,828.25,247.6,734.75,158.75,996.75,1156.75,2.1,64.225,0.463271,2005-02-05 03:00:00,89.0747,42.4378,35.3659,66.4948,89.0747,重度污染(80-100)
2005-02-05,04:00:00,2,1083.75,275,7.0442,858.75,271.9,702.5,164,1016.75,1163,1.475,66.175,0.457053,2005-02-05 04:00:00,90.7291,55.1163,39.9497,69.7926,90.7291,重度污染(80-100)
2005-02-05,05:00:00,1.3,989,275,4.3781,731.25,226.2,814.5,148.8,936,1017.75,1,67.7,0.452347,2005-02-05 05:00:00,85.7278,31.7685,22.4925,63.0342,85.7278,重度污染(80-100)
2005-02-05,06:00:00,0.9,1046.75,275,5.5813,792,249.7,757.25,149.7,957.25,1121.25,0.75,69.925,0.459116,2005-02-05 06:00:00,86.2511,19.5802,30.3821,66.7965,86.2511,重度污染(80-100)
2005-02-05,07:00:00,1.4,1091,275,7.25828,868,401.6,705.25,205.3,1020.75,1200,1.35,67.15,0.459766,2005-02-05 07:00:00,97.9894,35.2601,41.2227,83.2558,97.9894,重度污染(80-100)
2005-02-05,08:00:00,3.1,1262.5,275,12.7053,1073.75,708,613.75,282.6,1198.25,1403,2.025,63.6,0.456383,2005-02-05 08:00:00,99.8995,77.4846,68.2623,96.0925,99.8995,重度污染(80-100)
2005-02-05,09:00:00,4.1,1165,275,11.2707,1024,758.9,646,310.1,1133.5,1364.75,4.05,52.675,0.434537,2005-02-05 09:00:00,99.9749,89.7236,62.9585,96.9975,99.9749,重度污染(80-100)
2005-02-05,10:00:00,1.3,965.75,275,4.93695,760.25,301.7,876.75,200.1,889.5,940.25,7.525,39.225,0.409122,2005-02-05 10:00:00,97.5882,31.7674,25.9138,73.5272,97.5882,重度污染(80-100)
2005-02-05,11:00:00,0.9,926.5,275,3.84368,702,210.3,932,146.9,846.75,749.75,9.025,34.55,0.398047,2005-02-05 11:00:00,84.6647,19.5742,18.8583,59.7337,84.6647,重度污染(80-100)
2005-02-05,12:00:00,1,908.75,275,3.41907,677.5,180.3,960,127.5,837.5,651.5,9.225,34.475,0.402453,2005-02-05 12:00:00,74.3376,22.5543,15.6913,53.2149,74.3376,中度污染(60-80)
2005-02-05,13:00:00,1,940.5,275,4.21975,722.75,164.7,921.75,120.9,879.75,643,9.35,33.825,0.398128,2005-02-05 13:00:00,69.0984,22.5578,21.5972,48.8448,69.0984,中度污染(60-80)
2005-02-05,14:00:00,1.1,903.25,275,3.73336,695.75,179.5,931.5,128.5,850,629,9.275,33.075,0.387383,2005-02-05 14:00:00,75.0345,25.6058,17.9787,52.8688,75.0345,中度污染(60-80)
2005-02-05,15:00:00,0.8,890.75,275,3.25188,667.5,146.8,990.5,109.7,819.25,548.75,9.7,30.85,0.371561,2005-02-05 15:00:00,58.8187,16.0808,14.4991,44.5958,58.8187,轻度污染(40-60)
2005-02-05,16:00:00,1,903.75,275,3.35596,673.75,176.5,967.75,126.4,824.25,578.25,9.6,31.075,0.371821,2005-02-05 16:00:00,73.4404,22.5681,15.2692,52.0459,73.4404,中度污染(60-80)
2005-02-05,17:00:00,0.9,899.5,275,3.11665,659.25,156.8,989.5,121.2,806.75,581.5,8.6,32.75,0.366864,2005-02-05 17:00:00,69.8481,19.5783,13.6107,46.9503,69.8481,中度污染(60-80)
2005-02-05,18:00:00,0.9,925.75,275,4.26142,725,195.1,933.25,141.7,847.25,694.25,7.2,34.95,0.356711,2005-02-05 18:00:00,82.5888,19.5821,21.866,56.8076,82.5888,重度污染(80-100)
2005-02-05,19:00:00,1.6,998.75,275,6.1936,820.75,262.9,845.75,173.9,914.5,925.75,6.425,36.8,0.356587,2005-02-05 19:00:00,93.4504,42.5094,34.3476,68.5069,93.4504,重度污染(80-100)
2005-02-05,20:00:00,1.4,993.5,275,5.20175,773.5,239.3,854,168,917.25,915.25,5.95,40.2,0.377277,2005-02-05 20:00:00,92.0462,35.3218,27.7067,65.2616,92.0462,重度污染(80-100)
2005-02-05,21:00:00,1.4,1009.75,275,5.77005,801,267.4,826,180.2,943.75,985.5,5.475,42.625,0.387406,2005-02-05 21:00:00,94.9134,35.3236,31.6295,69.3866,94.9134,重度污染(80-100)
2005-02-05,22:00:00,1.1,937.5,275,3.5468,685,214.4,933.5,157.3,870.25,840.25,4.85,43.725,0.380916,2005-02-05 22:00:00,88.5614,25.6365,16.581,60.6798,88.5614,重度污染(80-100)
2005-02-05,23:00:00,1.2,983,275,4.93695,760.25,236.3,869,162.3,897.75,939.25,4.225,43.175,0.36045,2005-02-05 23:00:00,90.1869,28.5365,25.9907,64.7856,90.1869,重度污染(80-100)
2005-02-06,00:00:00,1.8,962.5,275,4.71191,748.75,251.2,900,173.3,833.5,869.25,4.025,39.2,0.322824,2005-02-06 00:00:00,93.373,49.1285,24.7774,67.0784,93.373,重度污染(80-100)
2005-02-06,01:00:00,1.4,962,275,4.85326,756,255.4,902.25,176.1,843.25,907.75,3.7,40.1,0.322972,2005-02-06 01:00:00,94.0822,35.3373,25.6331,67.6404,94.0822,重度污染(80-100)
2005-02-06,02:00:00,1.4,979.5,275,4.95673,761.25,235.3,853.5,172.3,876.25,1051.25,3.1,47.075,0.363845,2005-02-06 02:00:00,93.0926,35.3391,26.1314,64.5606,93.0926,重度污染(80-100)
2005-02-06,03:00:00,0.9,914,275,2.87708,644.25,182.35,971.5,140,832,921.5,2.65,48.825,0.365846,2005-02-06 03:00:00,81.9316,19.5663,11.5254,53.7353,81.9316,重度污染(80-100)
2005-02-06,04:00:00,0.85,898.25,275,2.56297,623.75,129.4,986.75,107.7,825.25,870.5,0.8,53.75,0.354151,2005-02-06 04:00:00,57.0874,18.2103,9.09262,39.7105,57.0874,轻度污染(40-60)
2005-02-06,05:00:00,0.8,853.5,275,1.84015,572,95.3,1069.75,87.8,788,793.25,1.2,51.875,0.351485,2005-02-06 05:00:00,37.9449,16.0589,4.92481,27.594,37.9449,良(20-40)
2005-02-06,06:00:00,0.7,837.75,275,1.33861,530.75,95,1145.5,85.2,774,753,1,52.225,0.348949,2005-02-06 06:00:00,36.1358,12.3543,2.61872,27.4214,36.1358,良(20-40)
2005-02-06,07:00:00,0.7,830.5,275,1.48044,543,99.7,1132,87.5,786.75,737,0.625,53.275,0.346746,2005-02-06 07:00:00,37.879,12.3591,3.21348,29.2408,37.879,良(20-40)
2005-02-06,08:00:00,0.6,832.75,275,1.28526,526,109.9,1168.75,93.7,770.5,722,0.75,52.825,0.34684,2005-02-06 08:00:00,43.4486,9.21333,2.45522,33.0953,43.4486,轻度污染(40-60)
2005-02-06,09:00:00,0.8,869.75,275,1.96517,581.5,149,1091,115.4,790.5,736.75,0.325,53.725,0.342393,2005-02-06 09:00:00,64.648,16.0947,5.47971,45.2968,64.648,中度污染(60-80)
2005-02-06,10:00:00,1.3,983.5,275,4.29396,726.75,197.2,891,136.7,908.25,913.25,4.1,42.9,0.35511,2005-02-06 10:00:00,79.7996,31.891,22.129,57.2386,79.7996,中度污染(60-80)
2005-02-06,11:00:00,2,1064.75,275,6.71413,844.25,350.6,779.5,211.7,979,1117.25,8.025,33.3,0.359074,2005-02-06 11:00:00,98.3784,55.2592,37.86,78.9507,98.3784,重度污染(80-100)
2005-02-06,12:00:00,1.7,967.75,275,4.60108,743,249.4,885.5,172.9,839.75,774,10.725,25.175,0.324234,2005-02-06 12:00:00,93.1263,46.006,24.0078,66.7835,93.1263,重度污染(80-100)
2005-02-06,13:00:00,1.2,911,275,3.51255,683,187.5,981.25,134.5,790.25,557.5,11.1,23.525,0.310469,2005-02-06 13:00:00,78.5366,28.5804,16.3558,54.9825,78.5366,中度污染(60-80)
2005-02-06,14:00:00,1,867.75,275,2.08341,590.25,127.4,1081,100.4,753,420,10.625,25.95,0.332044,2005-02-06 14:00:00,49.7684,22.6249,6.10214,39.1163,49.7684,轻度污染(40-60)
2005-02-06,15:00:00,0.8,868,275,1.8858,575.5,96.1,1128,78.3,755.25,363.25,10.35,27.7,0.34813,2005-02-06 15:00:00,29.9249,16.0889,5.06884,27.985,29.9249,良(20-40)
2005-02-06,16:00:00,1,904,275,2.69896,632.75,138.3,1040,100,789,409.75,10.2,28.25,0.351578,2005-02-06 16:00:00,49.4494,22.638,10.2428,42.3351,49.4494,轻度污染(40-60)
2005-02-06,17:00:00,1.4,944,275,3.68525,693,216.8,927.75,150.2,831.75,568,9.175,29.9,0.347898,2005-02-06 17:00:00,86.3989,35.4292,17.8679,61.1674,86.3989,重度污染(80-100)
2005-02-06,18:00:00,1.1,924.5,275,2.94413,648.5,186.3,1003,141.7,818.75,570,6.875,36.4,0.363521,2005-02-06 18:00:00,82.4972,25.7037,12.1732,54.7729,82.4972,重度污染(80-100)
2005-02-06,19:00:00,1.6,984.75,275,4.46767,736,226.5,890.75,165,874.75,774,6.025,38,0.358437,2005-02-06 19:00:00,90.9995,42.6382,23.28,63.0473,90.9995,重度污染(80-100)
2005-02-06,20:00:00,1.8,1001.5,275,5.33381,780,252.4,855.25,179.1,892,857,5.825,36.375,0.338513,2005-02-06 20:00:00,94.7217,49.237,28.7179,67.242,94.7217,重度污染(80-100)
2005-02-06,21:00:00,1.4,937.5,275,3.66782,692,192.9,937,149,804.75,737,5.775,35.425,0.328561,2005-02-06 21:00:00,85.8304,35.4302,17.7526,56.2344,85.8304,重度污染(80-100)
2005-02-06,22:00:00,1.1,896.25,275,2.61173,627,157.8,1033.25,126.3,781.5,610,5.375,36.6,0.330403,2005-02-06 22:00:00,73.2775,25.6971,9.55983,47.1864,73.2775,中度污染(60-80)
2005-02-06,23:00:00,1,907.25,275,2.41539,613.75,149.8,1052,119.8,781.75,627,5.1,37.9,0.335822,2005-02-06 23:00:00,68.0545,22.6244,8.16454,45.4489,68.0545,中度污染(60-80)
2005-02-07,00:00:00,1.1,902.25,275,2.39721,612.5,130.3,1049.25,109.5,776.75,565.75,4.825,37.95,0.330045,2005-02-07 00:00:00,58.6136,25.7095,7.98225,39.9987,58.6136,轻度污染(40-60)
2005-02-07,01:00:00,1,885,275,1.97519,582.25,104.3,1071.5,91.7,760,516.75,4.525,38.125,0.324868,2005-02-07 01:00:00,41.5625,22.625,5.525,31.2375,41.5625,轻度污染(40-60)
2005-02-07,02:00:00,0.8,863,275,1.50418,545,85.6,1119.25,78.4,748.75,483.5,4.325,38.15,0.320679,2005-02-07 02:00:00,29.9088,16.073,3.36208,23.3346,29.9088,良(20-40)
2005-02-07,03:00:00,0.6,860.75,275,1.2002,518.25,76.1,1140.75,71.75,737.5,481.5,3.875,39.875,0.325031,2005-02-07 03:00:00,23.7941,9.1977,2.11822,20.17,23.7941,良(20-40)
2005-02-07,04:00:00,0.6,852.25,275,0.831325,481.5,66.6,1186.5,65.1,725.75,496,3.8,41.025,0.332693,2005-02-07 04:00:00,18.2806,9.2028,1.24953,16.3564,18.2806,优(0-20)
2005-02-07,05:00:00,0.6,879.25,275,0.962585,495.25,75.1,1146.5,72.5,752.75,622.75,3.3,44.65,0.349882,2005-02-07 05:00:00,24.5565,9.2079,1.56797,19.8401,24.5565,良(20-40)
2005-02-07,06:00:00,0.6,899.5,275,1.2686,524.5,96.9,1090,84.6,780.25,695.75,3.65,44.525,0.357384,2005-02-07 06:00:00,35.4778,9.21299,2.42973,28.0949,35.4778,良(20-40)
2005-02-07,07:00:00,0.8,963,275,2.42633,614.5,176.7,980,133.3,837,915.75,3.425,46.975,0.371275,2005-02-07 07:00:00,77.8853,16.1192,8.28129,52.0672,77.8853,中度污染(60-80)
